drug,reaction,report_count,ROR,CI_lower,CI_upper,drug_reaction
TECFIDERA,RASH PRURITIC,3,6.91,2.04,23.43,TECFIDERA + RASH PRURITIC
GABAPENTIN,DEHYDRATION,3,6.9,2.11,22.5,GABAPENTIN + DEHYDRATION
HYDREA,DIARRHOEA,10,6.89,3.45,13.79,HYDREA + DIARRHOEA
BENADRYL,HEADACHE,4,6.88,2.25,21.0,BENADRYL + HEADACHE
CALCIUM,DECREASED APPETITE,5,6.88,2.72,17.4,CALCIUM + DECREASED APPETITE
PRILOSEC,ANAEMIA,7,6.88,3.07,15.42,PRILOSEC + ANAEMIA
ACYCLOVIR,ANAEMIA,3,6.88,2.02,23.4,ACYCLOVIR + ANAEMIA
ASPIRIN.,WEIGHT INCREASED,3,6.87,2.07,22.77,ASPIRIN. + WEIGHT INCREASED
CISPLATIN,PYREXIA,3,6.86,2.06,22.88,CISPLATIN + PYREXIA
AUBAGIO,ASTHENIA,3,6.84,2.02,23.2,AUBAGIO + ASTHENIA
ERLOTINIB TABLET,OFF LABEL USE,3,6.84,2.07,22.64,ERLOTINIB TABLET + OFF LABEL USE
JAKAFI,LABORATORY TEST ABNORMAL,5,6.82,1.97,23.6,JAKAFI + LABORATORY TEST ABNORMAL
LISINOPRIL,HYPOAESTHESIA,7,6.82,3.09,15.06,LISINOPRIL + HYPOAESTHESIA
JAKAFI,HAEMOGLOBIN ABNORMAL,4,6.82,1.7,27.3,JAKAFI + HAEMOGLOBIN ABNORMAL
HYDROCODONE,HAEMOGLOBIN DECREASED,3,6.82,2.04,22.74,HYDROCODONE + HAEMOGLOBIN DECREASED
FLOMAX,HAEMOGLOBIN DECREASED,3,6.82,2.04,22.74,FLOMAX + HAEMOGLOBIN DECREASED
XGEVA,DEATH,4,6.81,2.3,20.15,XGEVA + DEATH
ASPIRIN,HAEMATOCHEZIA,3,6.8,1.96,23.64,ASPIRIN + HAEMATOCHEZIA
VIAGRA,DRUG INEFFECTIVE,8,6.8,3.03,15.28,VIAGRA + DRUG INEFFECTIVE
TOPROL XL,DIARRHOEA,5,6.8,2.57,18.0,TOPROL XL + DIARRHOEA
LETAIRIS,MIDDLE INSOMNIA,7,6.8,2.15,21.44,LETAIRIS + MIDDLE INSOMNIA
SUBOXONE,NAUSEA,5,6.79,2.56,18.04,SUBOXONE + NAUSEA
PEGASYS,ASTHENIA,4,6.79,2.35,19.56,PEGASYS + ASTHENIA
DIANEAL LOW CALCIUM,DYSPEPSIA,4,6.78,2.37,19.41,DIANEAL LOW CALCIUM + DYSPEPSIA
COUMADIN,ABDOMINAL DISTENSION,3,6.78,2.08,22.11,COUMADIN + ABDOMINAL DISTENSION
PROTONIX,ANAEMIA,6,6.78,2.84,16.17,PROTONIX + ANAEMIA
METFORMIN,ABDOMINAL PAIN UPPER,7,6.77,3.07,14.94,METFORMIN + ABDOMINAL PAIN UPPER
IBUPROFEN,WEIGHT DECREASED,5,6.77,2.67,17.16,IBUPROFEN + WEIGHT DECREASED
PROTONIX,DECREASED APPETITE,3,6.77,2.06,22.18,PROTONIX + DECREASED APPETITE
LEXAPRO,ANXIETY,3,6.76,2.06,22.21,LEXAPRO + ANXIETY
REVLIMID,DEATH,13,6.75,3.67,12.39,REVLIMID + DEATH
HUMIRA,LOSS OF CONSCIOUSNESS,5,6.74,2.66,17.06,HUMIRA + LOSS OF CONSCIOUSNESS
CALCIUM,BLOOD COUNT ABNORMAL,3,6.74,2.07,21.97,CALCIUM + BLOOD COUNT ABNORMAL
AVONEX,ADVERSE EVENT,3,6.73,2.04,22.18,AVONEX + ADVERSE EVENT
ENBREL,INFECTION,3,6.72,2.06,21.94,ENBREL + INFECTION
CRESTOR,CEREBROVASCULAR ACCIDENT,3,6.72,2.06,21.92,CRESTOR + CEREBROVASCULAR ACCIDENT
KEPPRA,FALL,4,6.72,2.36,19.1,KEPPRA + FALL
OMEPRAZOLE,THROMBOCYTOPENIA,5,6.71,2.64,17.08,OMEPRAZOLE + THROMBOCYTOPENIA
XANAX,DECREASED APPETITE,4,6.7,2.39,18.81,XANAX + DECREASED APPETITE
FISH OIL,CONTUSION,4,6.7,2.39,18.76,FISH OIL + CONTUSION
FISH OIL,HYPOAESTHESIA,4,6.7,2.39,18.76,FISH OIL + HYPOAESTHESIA
ATENOLOL,ALOPECIA,3,6.69,2.05,21.82,ATENOLOL + ALOPECIA
DILTIAZEM,PLATELET COUNT DECREASED,3,6.69,2.01,22.26,DILTIAZEM + PLATELET COUNT DECREASED
DILTIAZEM,FALL,3,6.69,2.01,22.26,DILTIAZEM + FALL
ATENOLOL,ANAEMIA,9,6.68,3.27,13.64,ATENOLOL + ANAEMIA
GLIMEPIRIDE,DIARRHOEA,3,6.66,1.91,23.31,GLIMEPIRIDE + DIARRHOEA
AVONEX,CONFUSIONAL STATE,5,6.66,2.63,16.88,AVONEX + CONFUSIONAL STATE
FOLIC ACID,FLATULENCE,3,6.65,2.02,21.86,FOLIC ACID + FLATULENCE
GILENYA,WEIGHT DECREASED,3,6.64,2.02,21.86,GILENYA + WEIGHT DECREASED
TRAZODONE,OFF LABEL USE,3,6.63,2.01,21.9,TRAZODONE + OFF LABEL USE
CETIRIZINE 10 MG,DRUG INEFFECTIVE,13,6.58,3.49,12.4,CETIRIZINE 10 MG + DRUG INEFFECTIVE
TRACLEER,DEATH,9,6.57,3.18,13.56,TRACLEER + DEATH
HYDREA,CONTUSION,3,6.57,2.01,21.42,HYDREA + CONTUSION
ANAGRELIDE,HEADACHE,3,6.55,1.82,23.58,ANAGRELIDE + HEADACHE
VELETRI,HEADACHE,3,6.55,1.82,23.58,VELETRI + HEADACHE
TECFIDERA,MUSCULAR WEAKNESS,9,6.53,3.21,13.3,TECFIDERA + MUSCULAR WEAKNESS
CALCIUM,GAIT DISTURBANCE,4,6.52,2.33,18.26,CALCIUM + GAIT DISTURBANCE
PARACETAMOL,HYPERHIDROSIS,3,6.52,2.0,21.26,PARACETAMOL + HYPERHIDROSIS
ONDANSETRON,DIARRHOEA,5,6.51,2.47,17.19,ONDANSETRON + DIARRHOEA
PREDNISONE.,DIARRHOEA,5,6.51,2.47,17.19,PREDNISONE. + DIARRHOEA
LEVOTHYROXINE,MYALGIA,4,6.51,2.32,18.28,LEVOTHYROXINE + MYALGIA
FUROSEMIDE,PLATELET COUNT DECREASED,8,6.5,3.09,13.7,FUROSEMIDE + PLATELET COUNT DECREASED
PLAVIX,HAEMOGLOBIN DECREASED,7,6.49,2.93,14.38,PLAVIX + HAEMOGLOBIN DECREASED
TECFIDERA,PARAESTHESIA,10,6.49,3.3,12.75,TECFIDERA + PARAESTHESIA
TYSABRI,INFLUENZA LIKE ILLNESS,3,6.49,1.98,21.27,TYSABRI + INFLUENZA LIKE ILLNESS
SYMBICORT,DYSPNOEA,7,6.48,2.73,15.4,SYMBICORT + DYSPNOEA
LETAIRIS,NASAL DRYNESS,4,6.46,1.45,28.9,LETAIRIS + NASAL DRYNESS
CHOLECALCIFEROL,DRUG INEFFECTIVE,3,6.46,1.74,23.94,CHOLECALCIFEROL + DRUG INEFFECTIVE
EXJADE,DEATH,3,6.45,1.86,22.41,EXJADE + DEATH
PEGASYS,PLATELET COUNT DECREASED,3,6.45,1.94,21.42,PEGASYS + PLATELET COUNT DECREASED
ARANESP,ANAEMIA,6,6.44,2.71,15.34,ARANESP + ANAEMIA
PREDNISOLONE,DRUG INTERACTION,4,6.44,2.29,18.12,PREDNISOLONE + DRUG INTERACTION
TRAZODONE,WEIGHT INCREASED,3,6.44,1.95,21.27,TRAZODONE + WEIGHT INCREASED
TECFIDERA,INTENTIONAL DRUG MISUSE,4,6.38,2.22,18.3,TECFIDERA + INTENTIONAL DRUG MISUSE
XALKORI,NAUSEA,3,6.37,1.82,22.27,XALKORI + NAUSEA
TRUVADA,NAUSEA,3,6.37,1.82,22.27,TRUVADA + NAUSEA
AMOXICILLIN,PYREXIA,3,6.37,1.92,21.15,AMOXICILLIN + PYREXIA
OXYCODONE,PLATELET COUNT DECREASED,4,6.37,2.25,18.04,OXYCODONE + PLATELET COUNT DECREASED
ADVAIR,COUGH,6,6.35,2.68,15.03,ADVAIR + COUGH
PRILOSEC,HAEMOGLOBIN DECREASED,5,6.35,2.49,16.16,PRILOSEC + HAEMOGLOBIN DECREASED
PEGASYS,HAEMOGLOBIN DECREASED,3,6.33,1.9,21.02,PEGASYS + HAEMOGLOBIN DECREASED
LASIX,HAEMOGLOBIN DECREASED,10,6.31,3.23,12.33,LASIX + HAEMOGLOBIN DECREASED
SIMVASTATIN,BLOOD COUNT ABNORMAL,4,6.3,2.25,17.66,SIMVASTATIN + BLOOD COUNT ABNORMAL
PARACETAMOL,LOCAL SWELLING,3,6.3,1.93,20.51,PARACETAMOL + LOCAL SWELLING
POTASSIUM,RASH,4,6.28,2.22,17.77,POTASSIUM + RASH
FLUOROURACIL,VOMITING,3,6.28,1.87,21.14,FLUOROURACIL + VOMITING
CELEXA,VOMITING,3,6.28,1.87,21.14,CELEXA + VOMITING
TECFIDERA,URTICARIA,5,6.27,2.44,16.12,TECFIDERA + URTICARIA
RAMIPRIL,ANXIETY,3,6.26,1.91,20.51,RAMIPRIL + ANXIETY
ASPIRIN.,RASH,3,6.25,1.89,20.69,ASPIRIN. + RASH
COUMADIN,EPISTAXIS,3,6.25,1.92,20.33,COUMADIN + EPISTAXIS
ALLOPURINOL,THROMBOCYTOPENIA,4,6.23,2.22,17.53,ALLOPURINOL + THROMBOCYTOPENIA
AVASTIN,ANAEMIA,3,6.22,1.84,21.0,AVASTIN + ANAEMIA
YAZ,BACK PAIN,3,6.22,1.9,20.3,YAZ + BACK PAIN
VENTAVIS,DYSPNOEA,11,6.21,3.12,12.36,VENTAVIS + DYSPNOEA
TRAMADOL,PLATELET COUNT DECREASED,4,6.2,2.19,17.56,TRAMADOL + PLATELET COUNT DECREASED
COMBIVENT,DYSPNOEA,6,6.16,2.44,15.59,COMBIVENT + DYSPNOEA
JAKAFI,BLOOD POTASSIUM INCREASED,9,6.16,2.5,15.18,JAKAFI + BLOOD POTASSIUM INCREASED
GABAPENTIN,ERYTHEMA,3,6.15,1.89,20.01,GABAPENTIN + ERYTHEMA
ADCIRCA,BLOOD PRESSURE DECREASED,3,6.13,1.8,20.95,ADCIRCA + BLOOD PRESSURE DECREASED
VITAMINS,DYSPNOEA,3,6.13,1.65,22.72,VITAMINS + DYSPNOEA
SOTALOL,DYSPNOEA,3,6.13,1.65,22.72,SOTALOL + DYSPNOEA
TYLENOL,DIZZINESS,9,6.13,2.96,12.71,TYLENOL + DIZZINESS
TRAMADOL,PYREXIA,4,6.12,2.16,17.34,TRAMADOL + PYREXIA
LEVOTHYROXINE,WHITE BLOOD CELL COUNT INCREASED,3,6.11,1.87,20.0,LEVOTHYROXINE + WHITE BLOOD CELL COUNT INCREASED
TRAMADOL,VOMITING,5,6.11,2.38,15.67,TRAMADOL + VOMITING
ATENOLOL,ASTHENIA,8,6.1,2.88,12.91,ATENOLOL + ASTHENIA
TYLENOL,HEADACHE,10,6.1,3.03,12.28,TYLENOL + HEADACHE
OMEPRAZOLE,NEUTROPENIA,3,6.09,1.85,20.12,OMEPRAZOLE + NEUTROPENIA
OMEPRAZOLE,JOINT SWELLING,3,6.09,1.85,20.12,OMEPRAZOLE + JOINT SWELLING
JANUVIA,HAEMOGLOBIN DECREASED,4,6.09,2.15,17.23,JANUVIA + HAEMOGLOBIN DECREASED
EXTRANEAL,PNEUMONIA,3,6.08,1.85,19.98,EXTRANEAL + PNEUMONIA
DEXAMETHASONE,DRUG INTERACTION,4,6.08,2.16,17.05,DEXAMETHASONE + DRUG INTERACTION
TECFIDERA,ALOPECIA,8,6.06,2.87,12.82,TECFIDERA + ALOPECIA
CARVEDILOL,WEIGHT INCREASED,3,6.06,1.84,19.96,CARVEDILOL + WEIGHT INCREASED
METOPROLOL,WHITE BLOOD CELL COUNT INCREASED,3,6.06,1.85,19.83,METOPROLOL + WHITE BLOOD CELL COUNT INCREASED
ASPIRIN,FLATULENCE,6,6.06,2.52,14.54,ASPIRIN + FLATULENCE
ERLOTINIB TABLET,RASH,3,6.05,1.83,19.98,ERLOTINIB TABLET + RASH
SYNTHROID,HAEMOGLOBIN DECREASED,11,6.04,3.19,11.45,SYNTHROID + HAEMOGLOBIN DECREASED
PREDNISOLONE,HYPOTENSION,3,6.04,1.85,19.67,PREDNISOLONE + HYPOTENSION
REVATIO,NASOPHARYNGITIS,16,6.03,3.52,10.32,REVATIO + NASOPHARYNGITIS
LISINOPRIL.,HEADACHE,4,6.02,2.0,18.09,LISINOPRIL. + HEADACHE
FOLIC ACID.,HEADACHE,3,6.01,1.69,21.37,FOLIC ACID. + HEADACHE
DEPAKOTE,CONDITION AGGRAVATED,4,5.99,2.14,16.82,DEPAKOTE + CONDITION AGGRAVATED
PROLIA,PAIN IN EXTREMITY,3,5.99,1.82,19.67,PROLIA + PAIN IN EXTREMITY
AMLODIPINE,PARAESTHESIA,5,5.99,2.38,15.1,AMLODIPINE + PARAESTHESIA
LISINOPRIL,LOSS OF CONSCIOUSNESS,5,5.99,2.37,15.12,LISINOPRIL + LOSS OF CONSCIOUSNESS
LIPITOR,RENAL DISORDER,4,5.98,1.9,18.85,LIPITOR + RENAL DISORDER
JAKAFI,TREATMENT NONCOMPLIANCE,7,5.98,2.16,16.51,JAKAFI + TREATMENT NONCOMPLIANCE
PREDNISOLONE,BREAST CANCER,3,5.97,1.83,19.47,PREDNISOLONE + BREAST CANCER
OXYTROL FOR WOMEN,PRODUCT QUALITY ISSUE,6,5.97,2.56,13.93,OXYTROL FOR WOMEN + PRODUCT QUALITY ISSUE
METHOTREXATE,ARTHRALGIA,7,5.97,2.71,13.13,METHOTREXATE + ARTHRALGIA
HYDREA,PLATELET COUNT DECREASED,5,5.96,2.35,15.12,HYDREA + PLATELET COUNT DECREASED
OXYCODONE,WEIGHT DECREASED,3,5.95,1.82,19.52,OXYCODONE + WEIGHT DECREASED
RAMIPRIL,ARTHRALGIA,3,5.95,1.82,19.47,RAMIPRIL + ARTHRALGIA
KEPPRA,INSOMNIA,3,5.95,1.81,19.52,KEPPRA + INSOMNIA
LEVOTHYROXINE,ABDOMINAL DISTENSION,4,5.94,2.12,16.65,LEVOTHYROXINE + ABDOMINAL DISTENSION
ADCIRCA,NASOPHARYNGITIS,20,5.94,3.65,9.66,ADCIRCA + NASOPHARYNGITIS
ALPRAZOLAM,HAEMOGLOBIN DECREASED,3,5.9,1.78,19.54,ALPRAZOLAM + HAEMOGLOBIN DECREASED
COREG,HAEMOGLOBIN DECREASED,3,5.9,1.78,19.54,COREG + HAEMOGLOBIN DECREASED
ZOLOFT,INSOMNIA,4,5.9,2.1,16.58,ZOLOFT + INSOMNIA
METHOTREXATE,LOSS OF CONSCIOUSNESS,4,5.9,2.11,16.49,METHOTREXATE + LOSS OF CONSCIOUSNESS
ASPIRIN,WHITE BLOOD CELL COUNT DECREASED,7,5.88,2.61,13.21,ASPIRIN + WHITE BLOOD CELL COUNT DECREASED
COLCHICINE,FATIGUE,3,5.88,1.63,21.13,COLCHICINE + FATIGUE
OMEPRAZOLE,LOCAL SWELLING,5,5.87,2.32,14.85,OMEPRAZOLE + LOCAL SWELLING
CALCIUM,DISEASE PROGRESSION,3,5.87,1.8,19.06,CALCIUM + DISEASE PROGRESSION
SYNTHROID,URINARY TRACT INFECTION,5,5.85,2.32,14.76,SYNTHROID + URINARY TRACT INFECTION
VITAMIN D,CONTUSION,5,5.85,2.32,14.74,VITAMIN D + CONTUSION
JAKAFI,BLOOD GLUCOSE DECREASED,6,5.85,1.96,17.44,JAKAFI + BLOOD GLUCOSE DECREASED
JAKAFI,DRY EYE,6,5.85,1.96,17.44,JAKAFI + DRY EYE
RAMIPRIL,DRUG INTERACTION,3,5.85,1.79,19.15,RAMIPRIL + DRUG INTERACTION
METFORMIN,DEHYDRATION,4,5.84,2.09,16.36,METFORMIN + DEHYDRATION
PROMETHAZINE,DIARRHOEA,3,5.83,1.69,20.11,PROMETHAZINE + DIARRHOEA
OMEPRAZOLE,DRUG INTERACTION,10,5.82,2.99,11.34,OMEPRAZOLE + DRUG INTERACTION
VESICARE,DRUG INEFFECTIVE,3,5.81,1.6,21.2,VESICARE + DRUG INEFFECTIVE
VENLAFAXINE HCL,DRUG INEFFECTIVE,3,5.81,1.6,21.2,VENLAFAXINE HCL + DRUG INEFFECTIVE
GLIPIZIDE,DIZZINESS,4,5.81,1.97,17.16,GLIPIZIDE + DIZZINESS
DIOVAN,ARTHRALGIA,3,5.81,1.77,18.99,DIOVAN + ARTHRALGIA
VITAMIN C,FATIGUE,8,5.8,2.64,12.72,VITAMIN C + FATIGUE
JAKAFI,STOMATITIS,11,5.8,2.59,12.96,JAKAFI + STOMATITIS
DEPAKOTE,DEPRESSION,7,5.79,2.64,12.74,DEPAKOTE + DEPRESSION
PREDNISOLONE,DEPRESSION,3,5.79,1.78,18.87,PREDNISOLONE + DEPRESSION
TEGRETOL,PAIN,3,5.79,1.71,19.61,TEGRETOL + PAIN
LETAIRIS,DYSPNOEA,264,5.76,4.81,6.91,LETAIRIS + DYSPNOEA
BABY ASPIRIN,DIZZINESS,5,5.76,2.19,15.19,BABY ASPIRIN + DIZZINESS
ATIVAN,VOMITING,3,5.76,1.72,19.26,ATIVAN + VOMITING
LYRICA,DRUG INEFFECTIVE,38,5.75,3.97,8.35,LYRICA + DRUG INEFFECTIVE
SPIRIVA,HEART RATE INCREASED,3,5.75,1.77,18.7,SPIRIVA + HEART RATE INCREASED
LISINOPRIL,PLATELET COUNT DECREASED,11,5.74,3.04,10.87,LISINOPRIL + PLATELET COUNT DECREASED
LYRICA,WHEEZING,3,5.73,1.73,18.95,LYRICA + WHEEZING
SIMVASTATIN,ALOPECIA,4,5.73,2.05,16.0,SIMVASTATIN + ALOPECIA
SERTRALINE,WEIGHT INCREASED,3,5.72,1.74,18.79,SERTRALINE + WEIGHT INCREASED
ADCIRCA,SYNCOPE,9,5.72,2.81,11.66,ADCIRCA + SYNCOPE
LETAIRIS,SINUSITIS,36,5.72,3.53,9.27,LETAIRIS + SINUSITIS
OXYTROL FOR WOMEN,INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,3,5.71,1.75,18.62,OXYTROL FOR WOMEN + INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION
LEVOTHYROXINE,MUSCLE SPASMS,6,5.7,2.44,13.29,LEVOTHYROXINE + MUSCLE SPASMS
IRON,DIARRHOEA,6,5.7,2.37,13.7,IRON + DIARRHOEA
METOPROLOL,VISION BLURRED,4,5.69,2.04,15.93,METOPROLOL + VISION BLURRED
JAKAFI,TOOTH INFECTION,5,5.69,1.73,18.66,JAKAFI + TOOTH INFECTION
AMITRIPTYLINE,RASH,3,5.68,1.72,18.71,AMITRIPTYLINE + RASH
DIGOXIN,ANAEMIA,3,5.68,1.69,19.05,DIGOXIN + ANAEMIA
FLUOROURACIL,NAUSEA,4,5.67,1.94,16.62,FLUOROURACIL + NAUSEA
WELLBUTRIN,NAUSEA,4,5.67,1.94,16.62,WELLBUTRIN + NAUSEA
LETAIRIS,NASOPHARYNGITIS,80,5.67,4.1,7.84,LETAIRIS + NASOPHARYNGITIS
OXALIPLATIN,DIARRHOEA,4,5.67,1.94,16.55,OXALIPLATIN + DIARRHOEA
IRON,ABDOMINAL PAIN,3,5.64,1.72,18.53,IRON + ABDOMINAL PAIN
VICODIN,ABDOMINAL PAIN,3,5.64,1.72,18.53,VICODIN + ABDOMINAL PAIN
OXYCODONE,INSOMNIA,3,5.64,1.72,18.48,OXYCODONE + INSOMNIA
AMBIEN,WEIGHT INCREASED,4,5.64,2.01,15.83,AMBIEN + WEIGHT INCREASED
DILTIAZEM,DYSPNOEA,7,5.63,2.41,13.19,DILTIAZEM + DYSPNOEA
LOSARTAN,HYPOAESTHESIA,3,5.61,1.73,18.21,LOSARTAN + HYPOAESTHESIA
TYSABRI,DEPRESSION,6,5.61,2.41,13.07,TYSABRI + DEPRESSION
TECFIDERA,RHINORRHOEA,4,5.6,1.97,15.96,TECFIDERA + RHINORRHOEA
TECFIDERA,ADVERSE EVENT,4,5.6,1.97,15.96,TECFIDERA + ADVERSE EVENT
MIRALAX,DRUG INEFFECTIVE,8,5.58,2.53,12.32,MIRALAX + DRUG INEFFECTIVE
ENBREL,PYREXIA,7,5.58,2.53,12.29,ENBREL + PYREXIA
LEVOTHYROXINE,WRONG TECHNIQUE IN DRUG USAGE PROCESS,3,5.58,1.71,18.2,LEVOTHYROXINE + WRONG TECHNIQUE IN DRUG USAGE PROCESS
AVONEX,VISUAL IMPAIRMENT,3,5.57,1.7,18.23,AVONEX + VISUAL IMPAIRMENT
LORTAB,NAUSEA,3,5.57,1.62,19.21,LORTAB + NAUSEA
KEPPRA,WEIGHT INCREASED,3,5.57,1.7,18.26,KEPPRA + WEIGHT INCREASED
AMBIEN,ABDOMINAL PAIN,4,5.56,1.98,15.6,AMBIEN + ABDOMINAL PAIN
OXYTROL FOR WOMEN,OFF LABEL USE,8,5.55,2.65,11.61,OXYTROL FOR WOMEN + OFF LABEL USE
COPAXONE,HEADACHE,3,5.54,1.57,19.53,COPAXONE + HEADACHE
CITALOPRAM,GAIT DISTURBANCE,3,5.54,1.71,18.0,CITALOPRAM + GAIT DISTURBANCE
TYSABRI,CHILLS,3,5.54,1.7,18.05,TYSABRI + CHILLS
SIMVASTATIN,HAEMOGLOBIN DECREASED,9,5.53,2.75,11.14,SIMVASTATIN + HAEMOGLOBIN DECREASED
PROTONIX,WEIGHT DECREASED,3,5.53,1.69,18.07,PROTONIX + WEIGHT DECREASED
TOPROL XL,VOMITING,3,5.52,1.66,18.44,TOPROL XL + VOMITING
BACLOFEN,VOMITING,3,5.52,1.66,18.44,BACLOFEN + VOMITING
ZOLOFT,WEIGHT INCREASED,4,5.52,1.97,15.5,ZOLOFT + WEIGHT INCREASED
XELODA,VOMITING,5,5.52,2.16,14.1,XELODA + VOMITING
ADCIRCA,EAR INFECTION,3,5.52,1.63,18.69,ADCIRCA + EAR INFECTION
EVEROLIMUS,DYSPNOEA,3,5.52,1.51,20.11,EVEROLIMUS + DYSPNOEA
SIMVASTATIN,THROMBOCYTOPENIA,3,5.51,1.69,17.95,SIMVASTATIN + THROMBOCYTOPENIA
ENBREL,LOSS OF CONSCIOUSNESS,3,5.51,1.7,17.9,ENBREL + LOSS OF CONSCIOUSNESS
LEVOXYL,DIZZINESS,3,5.5,1.59,19.1,LEVOXYL + DIZZINESS
XELODA,DIARRHOEA,7,5.5,2.44,12.37,XELODA + DIARRHOEA
COUMADIN,BACK PAIN,4,5.49,1.97,15.33,COUMADIN + BACK PAIN
KEPPRA,ABDOMINAL PAIN,3,5.49,1.67,18.0,KEPPRA + ABDOMINAL PAIN
ZOLPIDEM,DIARRHOEA,3,5.49,1.6,18.82,ZOLPIDEM + DIARRHOEA
DEXAMETHASONE,VOMITING,6,5.48,2.33,12.91,DEXAMETHASONE + VOMITING
ALLOPURINOL,ANAEMIA,14,5.47,3.09,9.68,ALLOPURINOL + ANAEMIA
MULTIVITAMINS,PLATELET COUNT DECREASED,3,5.47,1.66,18.0,MULTIVITAMINS + PLATELET COUNT DECREASED
ASPIRIN,SKIN LESION,4,5.46,1.89,15.78,ASPIRIN + SKIN LESION
DEPAKOTE,HYPERSENSITIVITY,5,5.44,2.16,13.71,DEPAKOTE + HYPERSENSITIVITY
OXYCODONE,OFF LABEL USE,3,5.43,1.66,17.79,OXYCODONE + OFF LABEL USE
ADCIRCA,BRONCHITIS,7,5.43,2.43,12.12,ADCIRCA + BRONCHITIS
ATIVAN,DIARRHOEA,4,5.42,1.86,15.77,ATIVAN + DIARRHOEA
TYSABRI,HYPOAESTHESIA,5,5.42,2.15,13.62,TYSABRI + HYPOAESTHESIA
EFFEXOR,NAUSEA,4,5.42,1.86,15.81,EFFEXOR + NAUSEA
ENBREL,PAIN,10,5.41,2.76,10.6,ENBREL + PAIN
PREVACID,FATIGUE,5,5.4,2.02,14.47,PREVACID + FATIGUE
WELLBUTRIN,FATIGUE,5,5.4,2.02,14.47,WELLBUTRIN + FATIGUE
CELEBREX,PAIN IN EXTREMITY,4,5.4,1.93,15.13,CELEBREX + PAIN IN EXTREMITY
LETAIRIS,SINUS DISORDER,10,5.4,2.19,13.31,LETAIRIS + SINUS DISORDER
AVODART,FATIGUE,4,5.39,1.8,16.2,AVODART + FATIGUE
FISH OIL,PLATELET COUNT DECREASED,6,5.39,2.3,12.59,FISH OIL + PLATELET COUNT DECREASED
FOLIC ACID.,FATIGUE,3,5.38,1.51,19.15,FOLIC ACID. + FATIGUE
PAROXETINE,FATIGUE,3,5.38,1.51,19.15,PAROXETINE + FATIGUE
METOPROLOL TARTRATE,FATIGUE,3,5.38,1.51,19.15,METOPROLOL TARTRATE + FATIGUE
TECFIDERA,MEMORY IMPAIRMENT,6,5.37,2.28,12.65,TECFIDERA + MEMORY IMPAIRMENT
LEXAPRO,DIARRHOEA,6,5.37,2.24,12.87,LEXAPRO + DIARRHOEA
ASPIRIN,ASPARTATE AMINOTRANSFERASE INCREASED,3,5.37,1.58,18.25,ASPIRIN + ASPARTATE AMINOTRANSFERASE INCREASED
LYRICA,JOINT SWELLING,3,5.37,1.63,17.7,LYRICA + JOINT SWELLING
NEURONTIN,RASH,3,5.35,1.63,17.59,NEURONTIN + RASH
LETAIRIS,DYSPHONIA,11,5.35,2.27,12.62,LETAIRIS + DYSPHONIA
SYNTHROID,INJURY,3,5.34,1.64,17.42,SYNTHROID + INJURY
ASPIRIN.,PAIN,4,5.34,1.86,15.3,ASPIRIN. + PAIN
REVATIO,COUGH,19,5.34,3.26,8.75,REVATIO + COUGH
TRACLEER,DYSPNOEA,12,5.33,2.79,10.19,TRACLEER + DYSPNOEA
LISINOPRIL,ABDOMINAL DISTENSION,4,5.33,1.91,14.9,LISINOPRIL + ABDOMINAL DISTENSION
CALCIUM,PLATELET COUNT DECREASED,6,5.31,2.27,12.4,CALCIUM + PLATELET COUNT DECREASED
ADCIRCA,OEDEMA,13,5.31,2.93,9.6,ADCIRCA + OEDEMA
CLONAZEPAM,PLATELET COUNT DECREASED,3,5.3,1.61,17.45,CLONAZEPAM + PLATELET COUNT DECREASED
AVONEX,FEELING ABNORMAL,8,5.29,2.53,11.05,AVONEX + FEELING ABNORMAL
SERTRALINE HCL,DRUG INEFFECTIVE,3,5.29,1.47,19.01,SERTRALINE HCL + DRUG INEFFECTIVE
HYDREA,ANAEMIA,6,5.28,2.24,12.44,HYDREA + ANAEMIA
TECFIDERA,HYPERHIDROSIS,6,5.27,2.24,12.4,TECFIDERA + HYPERHIDROSIS
MULTIVITAMIN,PRODUCT QUALITY ISSUE,3,5.27,1.62,17.1,MULTIVITAMIN + PRODUCT QUALITY ISSUE
HUMIRA,ALOPECIA,4,5.27,1.89,14.69,HUMIRA + ALOPECIA
SUTENT,PAIN,3,5.26,1.56,17.69,SUTENT + PAIN
CELEXA,PAIN,3,5.26,1.56,17.69,CELEXA + PAIN
AMOXICILLIN,COUGH,3,5.26,1.59,17.45,AMOXICILLIN + COUGH
VENTAVIS,DIZZINESS,7,5.25,2.33,11.87,VENTAVIS + DIZZINESS
WELLBUTRIN,DIZZINESS,4,5.25,1.79,15.39,WELLBUTRIN + DIZZINESS
CETIRIZINE,DRUG INEFFECTIVE,7,5.25,2.27,12.16,CETIRIZINE + DRUG INEFFECTIVE
LAMOTRIGINE,NAUSEA,3,5.24,1.53,17.98,LAMOTRIGINE + NAUSEA
PREDNISONE,ABDOMINAL DISCOMFORT,4,5.24,1.87,14.64,PREDNISONE + ABDOMINAL DISCOMFORT
